Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer_ID,Country,Revenue,Year,Month,YearMonth,Weekday
538069,22759,SET OF 3 NOTEBOOKS IN PARCEL,4.0,2010-12-09 14:08:00,1.65,16795,United Kingdom,6.6,2010,12,2010-12,5
538073,22439,6 ROCKET BALLOONS ,1.0,2010-12-09 14:10:00,0.65,17816,United Kingdom,0.65,2010,12,2010-12,5
538076,37444B,BLUE BREAKFAST CUP AND SAUCER ,2.0,2010-12-09 14:15:00,2.95,15311,United Kingdom,5.9,2010,12,2010-12,5
538077,22233,JIGSAW RABBIT AND BIRDHOUSE,1.0,2010-12-09 14:19:00,1.65,14667,United Kingdom,1.65,2010,12,2010-12,5
538077,20758,ABSTRACT CIRCLES POCKET BOOK,7.0,2010-12-09 14:19:00,0.85,14667,United Kingdom,5.95,2010,12,2010-12,5
538078,84991,60 TEATIME FAIRY CAKE CASES,24.0,2010-12-09 14:25:00,0.55,16255,United Kingdom,13.200000000000001,2010,12,2010-12,5
538093,20749,ASSORTED COLOUR MINI CASES,2.0,2010-12-09 14:49:00,7.95,12682,France,15.9,2010,12,2010-12,5
538093,22197,SMALL POPCORN HOLDER,12.0,2010-12-09 14:49:00,0.85,12682,France,10.2,2010,12,2010-12,5
538095,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2.0,2010-12-09 14:55:00,0.85,17097,Spain,1.7,2010,12,2010-12,5
538104,21889,WOODEN BOX OF DOMINOES,2.0,2010-12-09 15:16:00,1.25,17950,United Kingdom,2.5,2010,12,2010-12,5
538106,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,1.0,2010-12-09 15:20:00,1.25,17950,United Kingdom,1.25,2010,12,2010-12,5
538108,22231,JIGSAW TREE WITH BIRDHOUSE,12.0,2010-12-09 15:23:00,1.45,17456,United Kingdom,17.4,2010,12,2010-12,5
538120,22198,LARGE POPCORN HOLDER ,50.0,2010-12-09 15:35:00,1.45,17017,United Kingdom,72.5,2010,12,2010-12,5
538146,22073,RED RETROSPOT STORAGE JAR,4.0,2010-12-09 16:10:00,3.75,15596,United Kingdom,15.0,2010,12,2010-12,5
538146,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2.0,2010-12-09 16:10:00,7.95,15596,United Kingdom,15.9,2010,12,2010-12,5
538155,85152,HAND OVER THE CHOCOLATE   SIGN ,1.0,2010-12-09 16:52:00,2.1,16907,United Kingdom,2.1,2010,12,2010-12,5
538163,21329,DINOSAURS  WRITING SET ,1.0,2010-12-09 17:27:00,1.65,17841,United Kingdom,1.65,2010,12,2010-12,5
538163,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1.0,2010-12-09 17:27:00,2.95,17841,United Kingdom,2.95,2010,12,2010-12,5
538167,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3.0,2010-12-09 18:58:00,3.75,14713,United Kingdom,11.25,2010,12,2010-12,5
538168,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,13.0,2010-12-09 19:23:00,2.95,14702,United Kingdom,38.35,2010,12,2010-12,5
538172,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,24.0,2010-12-10 09:33:00,2.95,15805,United Kingdom,70.80000000000001,2010,12,2010-12,6
538174,16235,RECYCLED PENCIL WITH RABBIT ERASER,60.0,2010-12-10 09:35:00,0.21,12471,Germany,12.6,2010,12,2010-12,6
538174,22621,TRADITIONAL KNITTING NANCY,12.0,2010-12-10 09:35:00,1.45,12471,Germany,17.4,2010,12,2010-12,6
538174,22745,POPPY'S PLAYHOUSE BEDROOM ,12.0,2010-12-10 09:35:00,2.1,12471,Germany,25.200000000000003,2010,12,2010-12,6
538174,22419,LIPSTICK PEN RED,100.0,2010-12-10 09:35:00,0.36,12471,Germany,36.0,2010,12,2010-12,6
538187,22570,FELTCRAFT CUSHION RABBIT,4.0,2010-12-10 10:27:00,3.75,16499,United Kingdom,15.0,2010,12,2010-12,6
538191,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,240.0,2010-12-10 10:49:00,1.88,15061,United Kingdom,451.2,2010,12,2010-12,6
538198,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,3.0,2010-12-10 11:01:00,0.85,17827,United Kingdom,2.55,2010,12,2010-12,6
538198,22295,HEART FILIGREE DOVE LARGE,12.0,2010-12-10 11:01:00,1.65,17827,United Kingdom,19.799999999999997,2010,12,2010-12,6
538198,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2.0,2010-12-10 11:01:00,3.75,17827,United Kingdom,7.5,2010,12,2010-12,6
538207,21175,GIN + TONIC DIET METAL SIGN,2.0,2010-12-10 11:33:00,2.1,12748,United Kingdom,4.2,2010,12,2010-12,6
538207,22121,NOEL WOODEN BLOCK LETTERS ,1.0,2010-12-10 11:33:00,5.95,12748,United Kingdom,5.95,2010,12,2010-12,6
538208,21479,WHITE SKULL HOT WATER BOTTLE ,2.0,2010-12-10 11:39:00,3.75,14037,United Kingdom,7.5,2010,12,2010-12,6
538209,16237,SLEEPING CAT ERASERS,10.0,2010-12-10 11:42:00,0.21,12748,United Kingdom,2.1,2010,12,2010-12,6
538209,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,1.0,2010-12-10 11:42:00,0.42,12748,United Kingdom,0.42,2010,12,2010-12,6
538210,21212,PACK OF 72 RETROSPOT CAKE CASES,24.0,2010-12-10 11:44:00,0.55,14256,United Kingdom,13.200000000000001,2010,12,2010-12,6
538250,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1.0,2010-12-10 12:20:00,2.1,18118,United Kingdom,2.1,2010,12,2010-12,6
538255,22348,TEA BAG PLATE RED RETROSPOT,12.0,2010-12-10 12:33:00,0.85,14911,EIRE,10.2,2010,12,2010-12,6
538255,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,12.0,2010-12-10 12:33:00,2.55,14911,EIRE,30.599999999999998,2010,12,2010-12,6
538260,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6.0,2010-12-10 12:42:00,2.1,18178,United Kingdom,12.600000000000001,2010,12,2010-12,6
538263,82552,WASHROOM METAL SIGN,12.0,2010-12-10 12:44:00,1.45,18065,United Kingdom,17.4,2010,12,2010-12,6
538312,20975,12 PENCILS SMALL TUBE RED RETROSPOT,3.0,2010-12-10 13:48:00,0.65,16727,United Kingdom,1.9500000000000002,2010,12,2010-12,6
538311,20728,LUNCH BAG CARS BLUE,10.0,2010-12-10 13:48:00,1.65,12785,Portugal,16.5,2010,12,2010-12,6
538327,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6.0,2010-12-10 13:58:00,4.95,15514,United Kingdom,29.700000000000003,2010,12,2010-12,6
538327,22621,TRADITIONAL KNITTING NANCY,48.0,2010-12-10 13:58:00,1.25,15514,United Kingdom,60.0,2010,12,2010-12,6
538343,22834,HAND WARMER BABUSHKA DESIGN,24.0,2010-12-10 14:29:00,2.1,13448,United Kingdom,50.400000000000006,2010,12,2010-12,6
538346,21175,GIN + TONIC DIET METAL SIGN,12.0,2010-12-10 14:53:00,2.1,17865,United Kingdom,25.200000000000003,2010,12,2010-12,6
538346,22391,PAPERWEIGHT HOME SWEET HOME,6.0,2010-12-10 14:53:00,2.55,17865,United Kingdom,15.299999999999999,2010,12,2010-12,6
538353,21165,BEWARE OF THE CAT METAL SIGN ,48.0,2010-12-10 15:31:00,1.45,13798,United Kingdom,69.6,2010,12,2010-12,6
538354,22487,WHITE WOOD GARDEN PLANT LADDER,4.0,2010-12-10 15:45:00,8.5,16873,United Kingdom,34.0,2010,12,2010-12,6
538361,22193,RED DINER WALL CLOCK,1.0,2010-12-10 16:36:00,8.5,17757,United Kingdom,8.5,2010,12,2010-12,6
538367,21967,PACK OF 12 SKULL TISSUES,12.0,2010-12-12 10:48:00,0.29,14800,United Kingdom,3.4799999999999995,2010,12,2010-12,1
538367,16033,MINI HIGHLIGHTER PENS,120.0,2010-12-12 10:48:00,0.12,14800,United Kingdom,14.399999999999999,2010,12,2010-12,1
538368,22652,TRAVEL SEWING KIT,1.0,2010-12-12 10:57:00,1.65,15503,United Kingdom,1.65,2010,12,2010-12,1
538370,21259,VICTORIAN SEWING BOX SMALL ,2.0,2010-12-12 11:06:00,5.95,16923,United Kingdom,11.9,2010,12,2010-12,1
538371,22576,SWALLOW WOODEN CHRISTMAS DECORATION,9.0,2010-12-12 11:07:00,0.85,15570,United Kingdom,7.6499999999999995,2010,12,2010-12,1
538371,21479,WHITE SKULL HOT WATER BOTTLE ,3.0,2010-12-12 11:07:00,3.75,15570,United Kingdom,11.25,2010,12,2010-12,1
538378,21166,COOK WITH WINE METAL SIGN ,2.0,2010-12-12 11:26:00,1.95,14577,United Kingdom,3.9,2010,12,2010-12,1
538453,21846,PINK DIAMANTE PEN IN GIFT BOX,25.0,2010-12-12 12:26:00,4.25,16779,United Kingdom,106.25,2010,12,2010-12,1
538488,21027,NINJA RABBIT PINK,5.0,2010-12-12 12:41:00,1.25,13715,United Kingdom,6.25,2010,12,2010-12,1
538488,22558,CLOTHES PEGS RETROSPOT PACK 24 ,4.0,2010-12-12 12:41:00,1.49,13715,United Kingdom,5.96,2010,12,2010-12,1
538488,22469,HEART OF WICKER SMALL,12.0,2010-12-12 12:41:00,1.65,13715,United Kingdom,19.799999999999997,2010,12,2010-12,1
538488,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,6.0,2010-12-12 12:41:00,0.42,13715,United Kingdom,2.52,2010,12,2010-12,1
538497,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,2.0,2010-12-12 12:44:00,0.85,14684,United Kingdom,1.7,2010,12,2010-12,1
538507,22339,CHRISTMAS TREE PAINTED ZINC ,2.0,2010-12-12 13:26:00,0.65,15547,United Kingdom,1.3,2010,12,2010-12,1
538507,85031A,ROMANTIC IMAGES SCRAP BOOK SET,2.0,2010-12-12 13:26:00,4.95,15547,United Kingdom,9.9,2010,12,2010-12,1
538507,20828,GLITTER BUTTERFLY CLIPS,4.0,2010-12-12 13:26:00,2.55,15547,United Kingdom,10.2,2010,12,2010-12,1
538508,21452,TOADSTOOL MONEY BOX,2.0,2010-12-12 13:32:00,2.95,15998,United Kingdom,5.9,2010,12,2010-12,1
538508,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,6.0,2010-12-12 13:32:00,0.85,15998,United Kingdom,5.1,2010,12,2010-12,1
538509,22127,PARTY CONES CARNIVAL ASSORTED,6.0,2010-12-12 13:37:00,1.25,14413,United Kingdom,7.5,2010,12,2010-12,1
538510,22154,ANGEL DECORATION 3 BUTTONS ,2.0,2010-12-12 13:47:00,0.42,18004,United Kingdom,0.84,2010,12,2010-12,1
538510,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2.0,2010-12-12 13:47:00,1.95,18004,United Kingdom,3.9,2010,12,2010-12,1
538510,84987,SET OF 36 TEATIME PAPER DOILIES,1.0,2010-12-12 13:47:00,1.45,18004,United Kingdom,1.45,2010,12,2010-12,1
538513,22222,CAKE PLATE LOVEBIRD WHITE,2.0,2010-12-12 14:21:00,4.95,15454,United Kingdom,9.9,2010,12,2010-12,1
538514,22688,DOORMAT PEACE ON EARTH BLUE,1.0,2010-12-12 14:27:00,7.95,15044,United Kingdom,7.95,2010,12,2010-12,1
538514,22810,SET OF 6 T-LIGHTS SNOWMEN,12.0,2010-12-12 14:27:00,2.95,15044,United Kingdom,35.400000000000006,2010,12,2010-12,1
538514,48184,DOORMAT ENGLISH ROSE ,1.0,2010-12-12 14:27:00,7.95,15044,United Kingdom,7.95,2010,12,2010-12,1
538518,21809,CHRISTMAS HANGING TREE WITH BELL,4.0,2010-12-12 16:14:00,1.25,14505,United Kingdom,5.0,2010,12,2010-12,1
538518,21014,SWISS CHALET TREE DECORATION ,1.0,2010-12-12 16:14:00,0.85,14505,United Kingdom,0.85,2010,12,2010-12,1
538518,22726,ALARM CLOCK BAKELIKE GREEN,1.0,2010-12-12 16:14:00,3.75,14505,United Kingdom,3.75,2010,12,2010-12,1
538523,22544,MINI JIGSAW SPACEBOY,24.0,2010-12-13 09:29:00,0.42,13198,United Kingdom,10.08,2010,12,2010-12,2
538529,22941,CHRISTMAS LIGHTS 10 REINDEER,24.0,2010-12-13 10:24:00,7.65,14290,United Kingdom,183.60000000000002,2010,12,2010-12,2
538533,21914,BLUE HARMONICA IN BOX ,1.0,2010-12-13 10:31:00,1.25,14796,United Kingdom,1.25,2010,12,2010-12,2
538535,22694,WICKER STAR ,3.0,2010-12-13 10:39:00,2.1,17790,United Kingdom,6.300000000000001,2010,12,2010-12,2
538576,21136,PAINTED METAL PEARS ASSORTED,8.0,2010-12-13 11:29:00,1.69,14498,United Kingdom,13.52,2010,12,2010-12,2
538597,16216,LETTER SHAPE PENCIL SHARPENER,10.0,2010-12-13 12:26:00,0.16,15555,United Kingdom,1.6,2010,12,2010-12,2
538625,22555,PLASTERS IN TIN STRONGMAN,4.0,2010-12-13 12:50:00,1.65,14544,United Kingdom,6.6,2010,12,2010-12,2
538625,20750,RED RETROSPOT MINI CASES,3.0,2010-12-13 12:50:00,7.95,14544,United Kingdom,23.85,2010,12,2010-12,2
538629,22940,FELTCRAFT CHRISTMAS FAIRY,2.0,2010-12-13 13:10:00,4.25,17799,United Kingdom,8.5,2010,12,2010-12,2
538629,21892,TRADITIONAL WOODEN CATCH CUP GAME ,6.0,2010-12-13 13:10:00,1.25,17799,United Kingdom,7.5,2010,12,2010-12,2
538631,22456,NATURAL SLATE CHALKBOARD LARGE ,12.0,2010-12-13 13:27:00,4.95,13408,United Kingdom,59.400000000000006,2010,12,2010-12,2
538634,22576,SWALLOW WOODEN CHRISTMAS DECORATION,6.0,2010-12-13 13:28:00,0.85,14085,United Kingdom,5.1,2010,12,2010-12,2
538634,22358,KINGS CHOICE TEA CADDY ,3.0,2010-12-13 13:28:00,2.95,14085,United Kingdom,8.850000000000001,2010,12,2010-12,2
538636,22470,HEART OF WICKER LARGE,6.0,2010-12-13 13:50:00,2.95,14639,United Kingdom,17.700000000000003,2010,12,2010-12,2
538637,22919,HERB MARKER MINT,4.0,2010-12-13 13:52:00,0.65,17611,United Kingdom,2.6,2010,12,2010-12,2
538637,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,6.0,2010-12-13 13:52:00,0.85,17611,United Kingdom,5.1,2010,12,2010-12,2
538638,85049A,TRADITIONAL CHRISTMAS RIBBONS,4.0,2010-12-13 14:16:00,1.25,17231,United Kingdom,5.0,2010,12,2010-12,2
538638,22505,MEMO BOARD COTTAGE DESIGN,1.0,2010-12-13 14:16:00,4.95,17231,United Kingdom,4.95,2010,12,2010-12,2
538641,21485,RETROSPOT HEART HOT WATER BOTTLE,6.0,2010-12-13 14:36:00,4.95,15640,United Kingdom,29.700000000000003,2010,12,2010-12,2
538641,21868,POTTING SHED TEA MUG,12.0,2010-12-13 14:36:00,1.25,15640,United Kingdom,15.0,2010,12,2010-12,2
538646,22299,PIG KEYRING WITH LIGHT & SOUND ,48.0,2010-12-13 14:55:00,1.25,17293,United Kingdom,60.0,2010,12,2010-12,2
538646,21034,REX CASH+CARRY JUMBO SHOPPER,1.0,2010-12-13 14:55:00,0.95,17293,United Kingdom,0.95,2010,12,2010-12,2
538659,22196,SMALL HEART MEASURING SPOONS,12.0,2010-12-13 15:36:00,0.85,14625,United Kingdom,10.2,2010,12,2010-12,2
538662,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,24.0,2010-12-13 15:44:00,1.95,15159,United Kingdom,46.8,2010,12,2010-12,2
538662,22471,TV DINNER TRAY AIR HOSTESS ,8.0,2010-12-13 15:44:00,1.95,15159,United Kingdom,15.6,2010,12,2010-12,2
538664,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24.0,2010-12-13 15:46:00,0.95,14733,United Kingdom,22.799999999999997,2010,12,2010-12,2
538679,21034,REX CASH+CARRY JUMBO SHOPPER,2.0,2010-12-13 17:03:00,0.95,16455,United Kingdom,1.9,2010,12,2010-12,2
538688,84799,SPRIG LAVENDER ARTIFICIAL FLOWER,48.0,2010-12-14 09:50:00,0.42,14829,United Kingdom,20.16,2010,12,2010-12,3
538706,22154,ANGEL DECORATION 3 BUTTONS ,144.0,2010-12-14 10:34:00,0.42,14667,United Kingdom,60.48,2010,12,2010-12,3
538706,85104,SILVER GLASS T-LIGHT SET,5.0,2010-12-14 10:34:00,2.95,14667,United Kingdom,14.75,2010,12,2010-12,3
538707,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,2.0,2010-12-14 10:38:00,4.25,17894,United Kingdom,8.5,2010,12,2010-12,3
538707,21754,HOME BUILDING BLOCK WORD,1.0,2010-12-14 10:38:00,5.95,17894,United Kingdom,5.95,2010,12,2010-12,3
538709,21380,WOODEN HAPPY BIRTHDAY GARLAND,1.0,2010-12-14 10:46:00,2.95,16442,United Kingdom,2.95,2010,12,2010-12,3
538709,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,1.0,2010-12-14 10:46:00,2.95,16442,United Kingdom,2.95,2010,12,2010-12,3
538709,21915,RED  HARMONICA IN BOX ,1.0,2010-12-14 10:46:00,1.25,16442,United Kingdom,1.25,2010,12,2010-12,3
538709,21867,PINK UNION JACK  LUGGAGE TAG,1.0,2010-12-14 10:46:00,1.25,16442,United Kingdom,1.25,2010,12,2010-12,3
538744,22952,60 CAKE CASES VINTAGE CHRISTMAS,2.0,2010-12-14 11:26:00,0.55,15356,United Kingdom,1.1,2010,12,2010-12,3
538744,22530,MAGIC DRAWING SLATE DOLLY GIRL ,1.0,2010-12-14 11:26:00,0.42,15356,United Kingdom,0.42,2010,12,2010-12,3
538783,22112,CHOCOLATE HOT WATER BOTTLE,6.0,2010-12-14 11:38:00,4.95,14961,United Kingdom,29.700000000000003,2010,12,2010-12,3
538785,22932,BAKING MOULD TOFFEE CUP  CHOCOLATE,6.0,2010-12-14 11:39:00,2.55,14961,United Kingdom,15.299999999999999,2010,12,2010-12,3
538799,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1.0,2010-12-14 11:48:00,1.45,15039,United Kingdom,1.45,2010,12,2010-12,3
538800,22469,HEART OF WICKER SMALL,12.0,2010-12-14 11:51:00,1.65,16458,United Kingdom,19.799999999999997,2010,12,2010-12,3
538812,22660,DOORMAT I LOVE LONDON,2.0,2010-12-14 12:25:00,7.95,18044,United Kingdom,15.9,2010,12,2010-12,3
538826,47590B,PINK HAPPY BIRTHDAY BUNTING,1.0,2010-12-14 12:58:00,5.45,12370,Cyprus,5.45,2010,12,2010-12,3
538826,22335,HEART DECORATION PAINTED ZINC ,96.0,2010-12-14 12:58:00,0.65,12370,Cyprus,62.400000000000006,2010,12,2010-12,3
538826,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,1.0,2010-12-14 12:58:00,2.95,12370,Cyprus,2.95,2010,12,2010-12,3
538827,20704,MR ROBOT SOFT TOY,16.0,2010-12-14 12:59:00,1.95,14298,United Kingdom,31.2,2010,12,2010-12,3
538832,84946,ANTIQUE SILVER TEA GLASS ETCHED,24.0,2010-12-14 13:03:00,1.25,17158,United Kingdom,30.0,2010,12,2010-12,3
538839,21357,TOAST ITS - DINOSAUR,2.0,2010-12-14 13:10:00,1.25,14606,United Kingdom,2.5,2010,12,2010-12,3
538849,84849D,HOT BATHS SOAP HOLDER,3.0,2010-12-14 13:31:00,1.69,14415,United Kingdom,5.07,2010,12,2010-12,3
538849,85231B,CINAMMON SET OF 9 T-LIGHTS,7.0,2010-12-14 13:31:00,0.85,14415,United Kingdom,5.95,2010,12,2010-12,3
538849,21843,RED RETROSPOT CAKE STAND,1.0,2010-12-14 13:31:00,10.95,14415,United Kingdom,10.95,2010,12,2010-12,3
538858,22666,RECIPE BOX PANTRY YELLOW DESIGN,24.0,2010-12-14 13:58:00,2.55,16553,United Kingdom,61.199999999999996,2010,12,2010-12,3
538857,22502,PICNIC BASKET WICKER SMALL,1.0,2010-12-14 13:58:00,5.95,15311,United Kingdom,5.95,2010,12,2010-12,3
538863,21907,I'M ON HOLIDAY METAL SIGN,2.0,2010-12-14 14:15:00,2.1,16919,United Kingdom,4.2,2010,12,2010-12,3
538866,22041,"""RECORD FRAME 7"""" SINGLE SIZE """,2.0,2010-12-14 14:40:00,2.55,17841,United Kingdom,5.1,2010,12,2010-12,3
538866,22694,WICKER STAR ,2.0,2010-12-14 14:40:00,2.1,17841,United Kingdom,4.2,2010,12,2010-12,3
538890,22417,PACK OF 60 SPACEBOY CAKE CASES,5.0,2010-12-14 16:39:00,0.55,12867,United Kingdom,2.75,2010,12,2010-12,3
538894,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2.0,2010-12-14 17:22:00,2.1,16161,United Kingdom,4.2,2010,12,2010-12,3
538895,82613D,METAL SIGN CUPCAKE SINGLE HOOK,20.0,2010-12-15 09:07:00,0.42,14401,United Kingdom,8.4,2010,12,2010-12,4
538903,22360,GLASS JAR ENGLISH CONFECTIONERY,6.0,2010-12-15 10:17:00,2.95,13496,United Kingdom,17.700000000000003,2010,12,2010-12,4
538905,22454,MEASURING TAPE BABUSHKA RED,6.0,2010-12-15 10:31:00,2.95,13611,United Kingdom,17.700000000000003,2010,12,2010-12,4
538908,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6.0,2010-12-15 10:41:00,2.1,16954,United Kingdom,12.600000000000001,2010,12,2010-12,4
538909,22507,MEMO BOARD RETROSPOT  DESIGN,4.0,2010-12-15 10:48:00,4.95,13491,United Kingdom,19.8,2010,12,2010-12,4
538917,82482,WOODEN PICTURE FRAME WHITE FINISH,2.0,2010-12-15 10:57:00,2.55,17449,United Kingdom,5.1,2010,12,2010-12,4
538917,22854,CREAM SWEETHEART EGG HOLDER,2.0,2010-12-15 10:57:00,4.95,17449,United Kingdom,9.9,2010,12,2010-12,4
538917,22834,HAND WARMER BABUSHKA DESIGN,2.0,2010-12-15 10:57:00,2.1,17449,United Kingdom,4.2,2010,12,2010-12,4
538917,22585,PACK OF 6 BIRDY GIFT TAGS,2.0,2010-12-15 10:57:00,1.25,17449,United Kingdom,2.5,2010,12,2010-12,4
538917,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,4.0,2010-12-15 10:57:00,1.65,17449,United Kingdom,6.6,2010,12,2010-12,4
538951,21577,SAVE THE PLANET COTTON TOTE BAG,1.0,2010-12-15 11:26:00,2.25,16782,United Kingdom,2.25,2010,12,2010-12,4
538951,20727,LUNCH BAG  BLACK SKULL.,1.0,2010-12-15 11:26:00,1.65,16782,United Kingdom,1.65,2010,12,2010-12,4
538951,21472,LADYBIRD + BEE RAFFIA FOOD COVER,1.0,2010-12-15 11:26:00,3.75,16782,United Kingdom,3.75,2010,12,2010-12,4
538991,21888,BINGO SET,8.0,2010-12-15 11:53:00,3.75,17511,United Kingdom,30.0,2010,12,2010-12,4
538996,22689,DOORMAT MERRY CHRISTMAS RED ,3.0,2010-12-15 12:06:00,7.95,15465,United Kingdom,23.85,2010,12,2010-12,4
539000,21055,TOOL BOX SOFT TOY ,3.0,2010-12-15 12:27:00,8.95,13092,United Kingdom,26.849999999999998,2010,12,2010-12,4
539008,22021,BLUE FELT EASTER EGG BASKET,18.0,2010-12-15 13:21:00,1.65,17033,United Kingdom,29.7,2010,12,2010-12,4
539010,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,8.0,2010-12-15 13:24:00,1.45,15005,United Kingdom,11.6,2010,12,2010-12,4
539010,22068,BLACK PIRATE TREASURE CHEST,2.0,2010-12-15 13:24:00,1.65,15005,United Kingdom,3.3,2010,12,2010-12,4
539012,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,192.0,2010-12-15 13:26:00,0.85,17858,United Kingdom,163.2,2010,12,2010-12,4
539015,22162,HEART GARLAND RUSTIC PADDED,16.0,2010-12-15 13:38:00,2.95,15822,United Kingdom,47.2,2010,12,2010-12,4
539016,22726,ALARM CLOCK BAKELIKE GREEN,8.0,2010-12-15 13:49:00,3.75,13418,United Kingdom,30.0,2010,12,2010-12,4
539039,47591B,SCOTTIES CHILDRENS APRON,6.0,2010-12-15 15:00:00,1.65,13124,United Kingdom,9.899999999999999,2010,12,2010-12,4
539039,21179,NO JUNK MAIL METAL SIGN,24.0,2010-12-15 15:00:00,1.25,13124,United Kingdom,30.0,2010,12,2010-12,4
539039,21824,PAINTED METAL STAR WITH HOLLY BELLS,24.0,2010-12-15 15:00:00,1.45,13124,United Kingdom,34.8,2010,12,2010-12,4
539039,21822,GLITTER CHRISTMAS TREE WITH BELLS,6.0,2010-12-15 15:00:00,1.95,13124,United Kingdom,11.7,2010,12,2010-12,4
539040,22079,RIBBON REEL HEARTS DESIGN ,5.0,2010-12-15 15:14:00,1.65,17214,United Kingdom,8.25,2010,12,2010-12,4
539043,22111,SCOTTIE DOG HOT WATER BOTTLE,8.0,2010-12-15 15:45:00,4.95,12928,United Kingdom,39.6,2010,12,2010-12,4
539044,22873,NUMBER TILE COTTAGE GARDEN 5,6.0,2010-12-15 15:47:00,1.95,15727,United Kingdom,11.7,2010,12,2010-12,4
539044,84836,ZINC METAL HEART DECORATION,36.0,2010-12-15 15:47:00,1.25,15727,United Kingdom,45.0,2010,12,2010-12,4
539049,22507,MEMO BOARD RETROSPOT  DESIGN,8.0,2010-12-15 16:21:00,4.95,15615,United Kingdom,39.6,2010,12,2010-12,4
539049,85099B,JUMBO BAG RED RETROSPOT,40.0,2010-12-15 16:21:00,1.95,15615,United Kingdom,78.0,2010,12,2010-12,4
539053,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1.0,2010-12-15 16:32:00,2.95,16725,United Kingdom,2.95,2010,12,2010-12,4
539077,22360,GLASS JAR ENGLISH CONFECTIONERY,24.0,2010-12-16 08:05:00,2.55,13089,United Kingdom,61.199999999999996,2010,12,2010-12,5
539078,22469,HEART OF WICKER SMALL,40.0,2010-12-16 08:10:00,1.45,13408,United Kingdom,58.0,2010,12,2010-12,5
539084,22561,WOODEN SCHOOL COLOURING SET,12.0,2010-12-16 09:31:00,1.65,13890,United Kingdom,19.799999999999997,2010,12,2010-12,5
539087,22378,WALL TIDY RETROSPOT ,15.0,2010-12-16 09:44:00,2.1,13093,United Kingdom,31.5,2010,12,2010-12,5
539098,22700,BLACK AND WHITE DOG BOWL,24.0,2010-12-16 10:28:00,0.85,14841,United Kingdom,20.4,2010,12,2010-12,5
539106,22302,COFFEE MUG PEARS  DESIGN,36.0,2010-12-16 10:51:00,2.1,16705,United Kingdom,75.60000000000001,2010,12,2010-12,5
539111,22796,PHOTO FRAME 3 CLASSIC HANGING,4.0,2010-12-16 11:11:00,9.95,14414,United Kingdom,39.8,2010,12,2010-12,5
539112,82551,LAUNDRY 15C METAL SIGN,12.0,2010-12-16 11:15:00,1.45,13468,United Kingdom,17.4,2010,12,2010-12,5
539118,82484,WOOD BLACK BOARD ANT WHITE FINISH,6.0,2010-12-16 11:27:00,6.45,15563,United Kingdom,38.7,2010,12,2010-12,5
539160,84926F,PSYCHEDELIC TILE COASTER,24.0,2010-12-16 11:43:00,0.42,16746,United Kingdom,10.08,2010,12,2010-12,5
539160,21558,SKULL LUNCH BOX WITH CUTLERY ,60.0,2010-12-16 11:43:00,2.1,16746,United Kingdom,126.0,2010,12,2010-12,5
539185,21401,BLUE PUDDING SPOON,1.0,2010-12-16 11:53:00,0.42,16470,United Kingdom,0.42,2010,12,2010-12,5
539196,35651,VINTAGE BEAD PINK SCARF ,2.0,2010-12-16 12:09:00,7.95,18055,United Kingdom,15.9,2010,12,2010-12,5
539212,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4.0,2010-12-16 12:20:00,6.75,17146,United Kingdom,27.0,2010,12,2010-12,5
